,S.no,zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,daysOnZillow,zestimate,rentZestimate,taxAssessedValue,lotAreaValue,lotAreaUnit,Bedrooms,Bathrooms,Full_bathrooms,Flooring,Heating_features,Cooling_features,Appliances_included,Laundry_features,Total_structure_area,Total_interior_livable_area,Fireplace_features,Parking_features,Stories,Pool_features,Lot_features,Home_type,Architectural_style,Property_subType,Roof,Year_built,Sewer_information,Water_information,Region,Interior_features,Total_number_of_fireplaces,Total_spaces,Garage_spaces,Covered_spaces,Livability,Crime,Employment,Housing,Schools
472,433,64584153,133 Curtis Ave,95035,Milpitas,CA,37.41984,-121.901276,1078000,2,3,1530,TOWNHOUSE,-1,1133700,3714,955000,871.2,sqft,3,2,2, Laminate, Natural Gas, Central Air," Dishwasher, Microwave, Free-Standing Range", Inside,1530," 1,530 sqft", None, Attached,,, Regular, Townhouse,, Townhouse, Shingle,2005, Public Sewer,, Milpitas," Dining Area, Stone Counters",1,1,1,,72,B-,B-,C-,C+
473,434,19473544,459 Woodcock Ct,95035,Milpitas,CA,37.458637,-121.90164,1480000,2,5,1634,SINGLE_FAMILY,-1,1454312,4350,999600,5867.532,sqft,5,2,2," Laminate, Tile, Wood"," Central Forced Air, Fireplace", None," Dishwasher, Disposal, Microwave, Oven Range - Gas, Refrigerator, Washer/Dryer", In Garage,1634," 1,634 sqft", Family Room," Attached, On Street",,," Low Maintenance, Sprinklers - Lawn", SingleFamily,," Residential, Single Family Residence", Tile,1965, Public Sewer,, Milpitas,,4,2,2,2,72,B-,B-,C-,C+
474,435,19471302,519 Easter Ave,95035,Milpitas,CA,37.43597,-121.916626,1250000,1,3,980,SINGLE_FAMILY,-1,1076000,3378,721132,6247,sqft,3,1,1," Tile, Wood"," Gas, Wall Furnace", None," Dishwasher, Disposal, Free-Standing Gas Oven, Gas Water Heater, Range Hood, Microwave"," Hookups Only, In Garage",980, 980 sqft,," Attached, Garage Door Opener, Paved Driveway",,," Auto Sprinkler F&R, Garden, Shape Regular, Paved Sidewalk", SingleFamily,, Single Family Residence, Composition,1960, Public Sewer,, Milpitas,,2,2,2,1,72,B-,B-,C-,C+
475,436,19480184,341 Rio Verde Pl APT 4,95035,Milpitas,CA,37.424206,-121.912506,650000,1,3,1030,CONDO,-1,650002,3249,553722,1145.628,sqft,3,1,1, Laminate, Forced Air, None," Gas Cooktop, Disposal, Range Hood, Microwave, Oven Range, Refrigerator", Coin Operated,1030," 1,030 sqft",," Assigned, Attached, On Street",,,, Condo,," Residential, Condominium", Composition,1974, Public Sewer,, Milpitas,,1,1,1,1,72,B-,B-,C-,C+
476,437,19477604,1124 Park Willow Ct,95035,Milpitas,CA,37.439423,-121.887344,1299999,2,3,1299,SINGLE_FAMILY,-1,1176200,3763,522016,6299,sqft,3,2,2, Wood, Central," Ceiling Fan(s), Central Air",, In Garage,1299," 1,299 sqft", Family Room," Attached, Garage Door Opener",,," Auto Sprinkler F&R, Garden", SingleFamily,, Single Family Residence, Shingle,1962, Public Sewer,, Milpitas,,2,2,2,1,72,B-,B-,C-,C+
477,438,79846145,564 Brisa Suave Cmn,95035,Milpitas,CA,37.421,-121.91023,1489500,3,4,2045,SINGLE_FAMILY,-1,1452486,4756,932420,1681.416,sqft,4,3,3," Laminate, Tile", Central Forced Air - Gas, Central Air," Gas Cooktop, Disposal, Microwave, Oven Range - Gas, Refrigerator, Washer/Dryer", In Utility Room,2045," 2,045 sqft",," Attached, Electric Vehicle Charging Station(s), Garage Door Opener, Electric Vehicle Hookup Level 2 (240 volts)",,,, SingleFamily,," Residential, Single Family Residence", Tile,2006, Public Sewer,, Milpitas," Storage, High Ceilings",2,2,2,2,72,B-,B-,C-,C+
478,439,19478990,25 Terfidia Ln,95035,Milpitas,CA,37.43887,-121.874306,899888,3,3,1428,TOWNHOUSE,-1,901200,3563,284888,1428.768,sqft,3,3,2," Carpet, Laminate, Vinyl / Linoleum", Central Forced Air - Gas, None," Dishwasher, Disposal, Microwave, Electric Oven, Oven Range, Refrigerator"," Electricity Hookup (220V), In Garage",1428," 1,428 sqft",," Attached, Common",,,, Townhouse,," Residential, Townhouse", Tile,1989, Public Sewer,, Milpitas,,1,1,1,2,72,B-,B-,C-,C+
479,440,54769671,2018 Wellington Dr,95035,Milpitas,CA,37.46271,-121.89768,3985000,4,5,4454,SINGLE_FAMILY,-1,3859685,8079,1464253,0.9784,acres,5,4,3," Hardwood, Marble"," Forced Air, Heating - 2+ Zones"," Central Air, Zoned"," Electric Cooktop, Dishwasher, Double Oven, Refrigerator, Trash Compactor", Inside,4454," 4,454 sqft"," Family Room, Living Room, Master Bedroom"," Attached, On Street, Oversized",,," Additional Land Available, Possible Lot Split, Vineyard, Sprinklers - Lawn", SingleFamily,," Residential, Single Family Residence", Tile,2000, Public Sewer,, Milpitas," Vaulted Ceiling(s), Walk-In Closet(s), Wet Bar, Thermostat Controller",3,3,3,,72,B-,B-,C-,C+
480,441,19640505,10190 Danube Dr,95014,Cupertino,CA,37.320328,-122.02599,1198000,2,2,1198,CONDO,-1,1205933,3499,748688,0,,2,2,2," Carpet, Tile"," Fireplace, Radiant", None," Electric Cooktop, Dishwasher, Exhaust Fan, Disposal, Microwave, Oven, Refrigerator, Washer/Dryer",,1198," 1,198 sqft", Living Room," Common, Covered, Detached, Garage Door Opener, Guest, Off Street, Tandem",2," Community, In Ground",, Condo, Mediterranean," Residential, Condominium", Clay,1986, Public Sewer, Public, Cupertino," High Ceilings, Walk-In Closet(s)",1,2,2,2,86,A+,A+,D+,A+
481,442,19633763,10250 Palo Vista Rd,95014,Cupertino,CA,37.31949,-122.065796,3950000,4,5,3024,SINGLE_FAMILY,-1,3957194,8579,1908893,0,,5,4,3," Carpet, Hardwood, Tile", Forced Air, Central Air," Gas Cooktop, Dishwasher, Exhaust Fan, Range Hood, Microwave, Refrigerator", Inside,3024," 3,024 sqft", Family Room, Attached,1,, City Lot, SingleFamily,," Residential, Single Family Residence", Tile,1955,, Public, Cupertino," Vaulted Ceiling(s), Walk-In Closet(s)",,3,3,3,86,A+,A+,D+,A+
482,443,19632337,13360 Montebello Rd,95014,Cupertino,CA,37.286808,-122.08873,3295000,4,5,3196,SINGLE_FAMILY,-1,3303390,9462,2931616,1.0181,acres,5,4,4," Hardwood, Tile", Central Forced Air, Central Air," Electric Cooktop, Dishwasher, Disposal, Refrigerator, Wine Refrigerator, Washer/Dryer", Tub / Sink,3196," 3,196 sqft"," Family Room, Living Room, Wood Burning", Attached,2,," Gentle Sloping, Grade - Hillside", SingleFamily,," Residential, Single Family Residence", Tile,1983, Holding Tank, Cistern, Cupertino, Wet Bar,2,7,2,2,86,A+,A+,D+,A+
483,444,19627454,20654 Celeste Cir,95014,Cupertino,CA,37.335518,-122.03568,949000,2,2,1206,CONDO,-1,957300,3463,873172,1498.464,sqft,2,2,2," Laminate, Tile", Central Forced Air," Ceiling Fan(s), Central Air"," Dishwasher, Exhaust Fan, Freezer, Disposal, Microwave, Electric Oven, Oven Range - Built-In, Oven Range - Electric, Refrigerator, Dryer, Washer", In Utility Room,1206," 1,206 sqft", Living Room," Attached, Guest",1," Community, Fenced"," Level, Low Maintenance, City Lot", Condo, Contemporary," Residential, Condominium", Tile,1984, Public Sewer, Public, Cupertino," Vaulted Ceiling(s), Wet Bar",,1,1,1,86,A+,A+,D+,A+
484,445,19640166,20323 Bollinger Rd,95014,Cupertino,CA,37.311787,-122.028946,2985000,4,5,2542,SINGLE_FAMILY,-1,2986400,6499,2203351,7657.848,sqft,5,4,3,, Central Forced Air - Gas, None,,,2542," 2,542 sqft", Family Room," Attached, Garage Door Opener, On Street, Parking Lot",2, Pool/Spa Combo, City Lot, SingleFamily,," Residential, Single Family Residence", Other,1975, Public Sewer, Public, Cupertino,,1,2,2,2,86,A+,A+,D+,A+
485,446,19639399,931 Miller Ave,95014,Cupertino,CA,37.311775,-122.0138,2499000,2,5,2046,MULTI_FAMILY,-1,2499006,4554,1343994,6956.532,sqft,5,,, Hardwood, Central Forced Air - Gas, None," Dishwasher, Exhaust Fan, Disposal, Range Hood, Refrigerator, Washer/Dryer",,2046," 2,046 sqft",, Attached,1,, City Lot, MultiFamily,," Multi Family, Duplex", Composition,1962, Public Sewer, Public, Cupertino, Walk-In Closet(s),,,2,2,86,A+,A+,D+,A+
486,447,19633607,10960 Kester Dr,95014,Cupertino,CA,37.308468,-122.06781,2145000,2,2,2119,TOWNHOUSE,-1,2156983,3995,690775,0,,2,2,2," Carpet, Hardwood, Tile, Vinyl / Linoleum, Other"," Fireplace, Radiant", Central Air," Electric Cooktop, Dishwasher, Exhaust Fan, Refrigerator", Inside,2119," 2,119 sqft", Living Room," Attached, Guest",1, Community, City Lot, Townhouse, Ranch," Residential, Townhouse", Tile,1976,, Public, Cupertino,,1,2,2,2,86,A+,A+,D+,A+
487,448,19626115,10380 N Stelling Rd,95014,Cupertino,CA,37.32847,-122.0412,4950000,5,5,3778,SINGLE_FAMILY,-1,4950017,5513,3126686,0,,5,5,5," Hardwood, Marble, Stone, Travertine", Central Forced Air, Central Air," Range Hood, Microwave, Oven Range - Built-In, Oven Range - Gas, Refrigerator, Wine Refrigerator, Water Purifier Owned, Washer/Dryer"," Electricity Hookup (220V), Gas Hookup, In Utility Room, Upper Floor, Mud Room",3778," 3,778 sqft", Gas Log," Garage Door Opener, Electric Vehicle Hookup Level 2 (240 volts)",2,,, SingleFamily,," Residential, Single Family Residence", Tile,2019, Public Sewer,, Cupertino," High Ceilings, Vaulted Ceiling(s), Audio / Video Prewired",1,2,2,2,86,A+,A+,D+,A+
488,449,61322818,10086 Imperial Ave,95014,Cupertino,CA,37.321404,-122.052864,1839000,3,3,1562,TOWNHOUSE,-1,1879053,4294,1625141,1350.36,sqft,3,3,2," Carpet, Wood", Central, Ceiling Fan(s)," Dishwasher, Gas Cooktop", Hookups Only,1562," 1,562 sqft",," Attached, Garage Door Opener, Side by Side, None, Driveway",,,, Townhouse,, Townhouse,,2003, Public Sewer, Public, Cupertino,,,2,,,86,A+,A+,D+,A+
489,450,19643587,19161 Tilson Ave,95014,Cupertino,CA,37.31705,-122.00762,5198000,5,6,4138,SINGLE_FAMILY,-1,5137558,8990,58063,10206.108,sqft,6,5,4, Wood, Central Forced Air, Central Air," Electric Cooktop, Dishwasher, Exhaust Fan, Oven Range, Refrigerator"," Electricity Hookup (220V), Inside, Upper Floor, Mud Room",4138," 4,138 sqft", Living Room, Attached,2,," Level, City Lot", SingleFamily, Contemporary," Residential, Single Family Residence", Other,2022," Septic Connected, Public Sewer"," Individual Water Meter, Public", Cupertino," High Ceilings, Thermostat Controller",1,2,2,2,86,A+,A+,D+,A+
490,451,19631285,22873 Longdown Rd,95014,Cupertino,CA,37.32175,-122.0758,1898000,3,5,1936,TOWNHOUSE,-1,1898002,5497,1113901,1799.028,sqft,5,3,2, Laminate, Gas, Central Air," Dishwasher, Exhaust Fan, Disposal, Oven Range"," In Garage, Tub / Sink",1936," 1,936 sqft", Gas, Attached,2,, Low Maintenance, Townhouse,," Residential, Townhouse", Composition,1974, Public Sewer, Public, Cupertino, High Ceilings,1,2,2,2,86,A+,A+,D+,A+
491,452,19636311,952 November Dr,95014,Cupertino,CA,37.311977,-122.04722,3098000,3,6,2349,SINGLE_FAMILY,-1,3108115,6058,100531,5998.212,sqft,6,3,3," Carpet, Hardwood, Laminate", Central Forced Air," Ceiling Fan(s), Central Air"," Electric Cooktop, Dishwasher, Freezer, Microwave, Oven, Refrigerator", In Garage,2349," 2,349 sqft", Family Room," Attached, Open",2, In Ground,, SingleFamily,," Residential, Single Family Residence", Metal,1963, Public Sewer, Public, Cupertino,,1,2,2,2,86,A+,A+,D+,A+
492,453,64598894,20488 Stevens Creek Blvd APT 1310,95014,Cupertino,CA,37.3224,-122.030914,780000,1,1,850,CONDO,-1,830372,2799,455678,0,,1,1,1," Carpet, Tile", Central Forced Air, Central Air," Dishwasher, Exhaust Fan, Range Hood, Oven Range - Built-In, Washer/Dryer", Inside,850, 850 sqft,," Attached, Guest, Underground",1, Community, City Lot, Condo,," Residential, Condominium", Tile,2003, Public Sewer, Public, Cupertino," High Ceilings, Walk-In Closet(s)",,1,1,1,86,A+,A+,D+,A+
493,454,19625647,22047 Clearcreek Ct,95014,Cupertino,CA,37.324516,-122.060394,2950000,2,3,1661,SINGLE_FAMILY,-1,2969536,5100,187355,8812.188,sqft,3,2,2," Hardwood, Tile", Central Forced Air - Gas, Central Air," Gas Cooktop, Dishwasher, Exhaust Fan, Disposal, Range Hood, Electric Oven, Refrigerator, Wine Refrigerator, Dryer, Washer, Washer/Dryer"," Gas Hookup, In Garage, Inside, Tub / Sink",1661," 1,661 sqft"," Gas, Gas Log, Living Room, Wood Burning"," Attached, Enclosed, Garage Door Opener",1," Solar Heat, Gunite, In Ground, Pool - Solar, Pool Sweep, Pool/Spa Combo", Level, SingleFamily," Contemporary,Ranch"," Residential, Single Family Residence", Composition,1965, Public Sewer, Public, Cupertino," Attic Fan, Thermostat Controller",1,2,2,2,86,A+,A+,D+,A+
494,455,19627192,10439 Mary Ave,95014,Cupertino,CA,37.329563,-122.051346,1236788,3,2,1216,TOWNHOUSE,-1,1257750,3480,844764,1598.652,sqft,2,3,2, Wood, Central Forced Air, Central Air,,,1216," 1,216 sqft", Gas Log," Assigned, Attached",2, Community,, Townhouse,," Residential, Townhouse", Foam,1971,, Public, Cupertino,,,3,1,3,86,A+,A+,D+,A+
495,456,64664748,20488 Stevens Creek Blvd APT 1309,95014,Cupertino,CA,37.3224,-122.030914,850000,1,1,850,CONDO,-1,853404,2799,551180,0,,1,1,1," Carpet, Tile", Heat Pump, Central Air," Gas Cooktop, Dishwasher, Disposal, Microwave, Refrigerator", Inside,850, 850 sqft,, Underground,1, Community, City Lot, Condo,," Residential, Condominium", Tile,2003,, Public, Cupertino, Walk-In Closet(s),,1,1,1,86,A+,A+,D+,A+
496,457,2132885048,11041 Stevens Canyon Rd,95014,Cupertino,CA,37.308445,-122.071915,1699999,1,2,900,SINGLE_FAMILY,-1,1727900,3295,,19.699,acres,2,1,1,, Other, None,,,900, 900 sqft, Wood Burning," No Garage, Parking Lot",1,, City Lot, SingleFamily,," Residential, Single Family Residence", Composition,1940, Septic Connected, Public, Cupertino,,,,,,86,A+,A+,D+,A+
497,458,19626910,10341 Stokes Ave,95014,Cupertino,CA,37.327587,-122.05268,2700000,2,3,2081,SINGLE_FAMILY,-1,2907384,5717,163945,8285.112,sqft,3,2,2," Hardwood, Tile, Vinyl / Linoleum", Central Forced Air, None," Electric Cooktop, Dishwasher, Disposal, Microwave, Oven, Oven Range, Refrigerator, Dryer, Washer"," In Utility Room, Tub / Sink",2081," 2,081 sqft", Gas Starter," Attached, Garage Door Opener",1, None," Level, Sprinklers - Lawn, City Lot", SingleFamily,," Residential, Single Family Residence", Composition,1969, Public Sewer, Public, Cupertino," Storage, High Ceilings",1,2,2,2,86,A+,A+,D+,A+
498,459,61322766,19999 Stevens Creek Blvd UNIT 203,95014,Cupertino,CA,37.32395,-122.022865,1095000,2,2,1192,CONDO,-1,1099866,3525,647100,0,,2,2,2," Carpet, Hardwood, Tile", Central Forced Air, Central Air," Dishwasher, Exhaust Fan, Disposal, Ice Maker, Microwave, Oven, Oven Range - Built-In, Refrigerator, Washer/Dryer",,1192," 1,192 sqft", Living Room," Guest, Lighted, Underground",1,, City Lot, Condo,," Residential, Condominium", Tile,2003, Public Sewer, Public, Cupertino, Walk-In Closet(s),1,1,1,1,86,A+,A+,D+,A+
499,460,2061679194,10665 Club House Ln,95014,Cupertino,CA,37.312878,-122.06566,3688000,2,3,2604,SINGLE_FAMILY,-1,3688000,5000,,0,,3,2,2," Carpet, Laminate, Other"," Central Forced Air, Fireplace"," Ceiling Fan(s), Central Air"," Electric Cooktop, Oven"," Inside, Tub / Sink",2604," 2,604 sqft"," Family Room, Living Room", Attached,1, In Ground, City Lot, SingleFamily,," Residential, Single Family Residence", Tile,1981,, Public, Cupertino," High Ceilings, Vaulted Ceiling(s)",2,2,2,2,86,A+,A+,D+,A+
500,461,19627428,20684 Celeste Cir,95014,Cupertino,CA,37.33553,-122.03457,799000,1,1,871,CONDO,-1,811600,2650,516372,0,,1,1,1,, Central Forced Air, Central Air," Dishwasher, Microwave, Oven Range - Electric, Refrigerator, Washer/Dryer", Inside,871, 871 sqft, Wood Burning," Detached, Enclosed, Guest",1," Community, In Ground, Pool - Solar"," Sprinklers - Lawn, City Lot", Condo,," Residential, Condominium", Tile,1984, Public Sewer, Public, Cupertino,,1,1,1,1,86,A+,A+,D+,A+
501,462,61322787,19999 Stevens Creek Blvd UNIT 308,95014,Cupertino,CA,37.32395,-122.022865,1088000,2,2,1093,CONDO,-1,1090105,3499,656744,0,,2,2,2," Carpet, Hardwood, Vinyl / Linoleum", Central Forced Air, Central Air," Gas Cooktop, Dishwasher, Oven Range - Gas, Refrigerator, Washer/Dryer", Inside,1093," 1,093 sqft"," Gas Log, Living Room"," Electric Gate, Garage Door Opener",1,,, Condo,," Residential, Condominium", Tile,2003, Public Sewer, Public, Cupertino, Walk-In Closet(s),,,1,1,86,A+,A+,D+,A+
502,463,19630415,10110 Westminster Ct,95014,Cupertino,CA,37.324486,-122.06947,3899888,4,4,3217,SINGLE_FAMILY,-1,3902489,7990,2541344,10193.04,sqft,4,4,3, Other, Central Forced Air - Gas, Central Air," Gas Cooktop, Dishwasher, Disposal, Microwave, Double Oven, Refrigerator, Washer/Dryer",,3217," 3,217 sqft"," Family Room, Gas, Living Room", Attached,2,,, SingleFamily,," Residential, Single Family Residence", Composition,1988, Public Sewer, Public, Cupertino, High Ceilings,2,3,3,3,86,A+,A+,D+,A+
503,464,19633018,21898 Shattuck Dr,95014,Cupertino,CA,37.3106,-122.05801,2998000,2,3,1888,SINGLE_FAMILY,-1,2998000,5499,2354845,7348.572,sqft,3,2,2," Hardwood, Tile", Central Forced Air, Central Air," Gas Cooktop, Dishwasher, Exhaust Fan, Disposal, Range Hood, Double Oven, Self Cleaning Oven, Refrigerator", In Utility Room,1888," 1,888 sqft"," Family Room, Gas, Gas Log, Gas Starter, Living Room"," Attached, Garage Door Opener",1,," Level, Sprinklers - Lawn, City Lot", SingleFamily," Custom,Ranch"," Residential, Single Family Residence", Wood,1969, Public Sewer, Public, Cupertino," Storage, High Ceilings",2,2,2,2,86,A+,A+,D+,A+
504,465,19625644,10036 Crescent Rd,95014,Cupertino,CA,37.323524,-122.06302,4950000,4,4,3445,SINGLE_FAMILY,-1,4950000,8670,1623024,8973.36,sqft,4,4,4," Tile, Wood", Central Forced Air - Gas," Ceiling Fan(s), Central Air"," Indoor Grill, Gas Cooktop, Dishwasher, Microwave, Oven Range - Built-In, Refrigerator"," Electricity Hookup (220V), In Utility Room, Inside",3445," 3,445 sqft"," Family Room, Other"," Attached, Off Street",2, None,, SingleFamily, Contemporary," Residential, Single Family Residence", Concrete,2022, Public Sewer, Public, Cupertino," High Ceilings, Walk-In Closet(s)",,2,2,2,86,A+,A+,D+,A+
505,466,2062277437,10353 Miller Ave,95014,Cupertino,CA,37.31826,-122.013664,3095000,2,7,3406,MULTI_FAMILY,-1,3095000,5000,,9970.884,sqft,7,,,, Central Forced Air - Gas, Central Air,,,3406," 3,406 sqft",," Attached, Carport",2,," Grade - Mostly Level, City Lot", MultiFamily, Traditional," Multi Family, Triplex", Composition,1963, Public Sewer, Public, Cupertino,,,,2,4,86,A+,A+,D+,A+
506,467,89459451,10745 N De Anza Blvd UNIT 212,95014,Cupertino,CA,37.333416,-122.03337,1083000,2,2,1178,CONDO,-1,1065000,3499,626418,0,,2,2,2,, Central Forced Air, Central Air, Washer/Dryer,,1178," 1,178 sqft",, Covered,,, City Lot, Condo,," Residential, Condominium", Other,1996, Public Sewer, Public, Cupertino,,,2,2,2,86,A+,A+,D+,A+
507,468,19640519,10163 Danube Dr,95014,Cupertino,CA,37.320755,-122.02627,1088000,2,2,1154,CONDO,-1,1066800,3499,1213800,0,,2,2,2,, Radiant, None, Washer/Dryer,,1154," 1,154 sqft", Living Room, Attached,1, Community, City Lot, Condo, Mediterranean," Residential, Condominium", Tile,1986, Public Sewer, Public, Cupertino, Storage,1,2,2,2,86,A+,A+,D+,A+
508,469,61322777,19999 Stevens Creek Blvd UNIT 217,95014,Cupertino,CA,37.32395,-122.022865,1050000,2,2,1039,CONDO,-1,1030700,3469,696152,0,,2,2,2," Carpet, Tile, Wood", Central Forced Air, Central Air," Electric Cooktop, Dishwasher, Exhaust Fan, Disposal, Microwave, Oven Range - Built-In, Refrigerator, Washer/Dryer", Inside,1039," 1,039 sqft"," Gas, Living Room"," Assigned, Common, Garage Door Opener, Guest, Parking Lot",1,, City Lot, Condo,," Residential, Condominium", Other,2003, Public Sewer, Public, Cupertino," Storage, Walk-In Closet(s)",1,1,1,1,86,A+,A+,D+,A+
509,470,19639009,19701 Bixby Dr,95014,Cupertino,CA,37.321335,-122.017365,3488000,3,4,2340,SINGLE_FAMILY,-1,3347000,6179,1674971,9700.812,sqft,4,3,3, Wood, Central Forced Air - Gas, Central Air," Dishwasher, Refrigerator, Washer/Dryer",,2340," 2,340 sqft", Family Room, Attached,2,,, SingleFamily,," Residential, Single Family Residence", Tile,1967, Public Sewer, Public, Cupertino, Storage,1,2,2,2,86,A+,A+,D+,A+
510,471,15610121,932 Gellert Blvd,94015,Daly City,CA,37.65202,-122.45869,1298000,3,3,1640,SINGLE_FAMILY,-1,1186100,4529,155069,3136.32,sqft,3,3,3, Carpet, Central Forced Air - Gas, None, Refrigerator, In Garage,1640," 1,640 sqft", Living Room, Attached,2,,, SingleFamily, Contemporary," Residential, Single Family Residence", Metal,1972, Public Sewer, Public, Daly City,,1,2,2,2,84,A+,A,C,A+
511,472,15473411,74 San Juan Ave,94015,Daly City,CA,37.673508,-122.48249,1295000,3,3,1730,SINGLE_FAMILY,-1,1189000,3569,97741,3402.036,sqft,3,3,3, Wood, Forced Air, None," Dishwasher, Disposal, Range Hood, Self Cleaning Oven, Oven Range - Electric, Refrigerator, Washer/Dryer", In Garage,1730," 1,730 sqft", Living Room," Attached, Tandem, Workshop in Garage",2, None, City Lot, SingleFamily,," Residential, Single Family Residence", Shingle,1960, Public Sewer, Public, Daly City,,1,1,2,2,84,A+,A,C,A+
512,473,15458700,105 Fairway Dr,94015,Daly City,CA,37.697994,-122.4797,1300000,1,2,1300,SINGLE_FAMILY,-1,1299200,3499,103399,3598.056,sqft,2,1,1," Tile, Wood"," Forced Air, Gas", None," Gas Cooktop, Dishwasher, Disposal, Microwave, Gas Oven, Refrigerator, Washer/Dryer", In Garage,1300," 1,300 sqft", Wood Burning," Attached, Off Street",,,, SingleFamily,," Residential, Single Family Residence", Composition,1952, Public Sewer," Individual Water Meter, Public", Daly City,,1,1,1,1,84,A+,A,C,A+
513,474,15473679,493 Lakeshire Dr,94015,Daly City,CA,37.671623,-122.48308,1195000,3,4,1890,SINGLE_FAMILY,-1,1195000,5000,1019270,3367.188,sqft,4,3,3," Tile, Wood", Central,," Dishwasher, Gas Water Heater, Range Hood",,1890," 1,890 sqft",," Attached, Enclosed, Garage Door Opener, Interior Access, Independent, On Site (Single Family Only), Driveway",,,, SingleFamily,, Single Family Residence, Shingle,1960, Public Sewer, Public, Daly City,,,1,,2,84,A+,A,C,A+
